generator,corr,lambda_interference,randers_mode,reference_load,n_points,prefactor_a,decay_beta,loglog_r2
latent,0.35,2.0,pc1,0.6,4,0.02089376642739559,0.6784226085736865,0.9771013626994137
latent,0.35,2.0,random-fixed,0.1,4,0.004801158653234856,0.41576888036598797,0.9806654892806024
latent,0.35,2.0,random-fixed,0.3,4,0.0098757284685257,0.5515968642795465,0.9684691102441755
latent,0.35,2.0,random-fixed,0.6,4,0.016612933319876486,0.6348997044934238,0.9478382030766884
latent,0.35,4.0,mean,0.1,4,0.033129273975450284,0.6299301602212323,0.962085631460738
latent,0.35,4.0,mean,0.3,4,0.026734979746437338,0.605423979380384,0.9480049680960967
latent,0.35,4.0,mean,0.6,4,0.02225884835575294,0.5725431288904246,0.9592800947684167
latent,0.35,4.0,pc1,0.1,4,0.02860729560783543,0.6111300891017677,0.9935903562119036
latent,0.35,4.0,pc1,0.3,4,0.039171367542393136,0.6620800271093021,0.9781127823265077
latent,0.35,4.0,pc1,0.6,4,0.0235486636780579,0.57817452005546,0.9703745049341348
latent,0.35,4.0,random-fixed,0.1,4,0.016210839753058023,0.4890897521168578,0.928570385643888
latent,0.35,4.0,random-fixed,0.3,4,0.028713316586452476,0.6028006309257156,0.960824254685239
latent,0.35,4.0,random-fixed,0.6,4,0.03386805685709819,0.6371457068950712,0.9220405481761086
latent,0.45,0.5,mean,0.1,4,0.003298596228812283,0.3048564901031633,0.8368877349420496
latent,0.45,0.5,mean,0.3,4,0.0029831300278392882,0.29279238135068014,0.9259445179912448
latent,0.45,0.5,mean,0.6,4,0.0038798076099267006,0.33136213394070413,0.9515375241901579
latent,0.45,0.5,pc1,0.1,4,0.005576872290246011,0.4028710418089908,0.9302896833754258
latent,0.45,0.5,pc1,0.3,4,0.003744830346508919,0.3280429285329168,0.9889998221787806
latent,0.45,0.5,pc1,0.6,4,0.003672737573045727,0.33074611566061113,0.9442062010370491
latent,0.45,0.5,random-fixed,0.1,4,0.0058354957863205005,0.4038687721499755,0.9080980246310888
latent,0.45,0.5,random-fixed,0.3,4,0.003445447879024304,0.3130922286954852,0.8579070427337864
latent,0.45,0.5,random-fixed,0.6,4,0.003689241158097183,0.32912560915155814,0.958659498238458
latent,0.45,1.0,mean,0.1,4,0.011754523794660006,0.4190067212551149,0.8763071527778606
latent,0.45,1.0,mean,0.3,4,0.006217403661653588,0.2990338933542307,0.9530361634206597
latent,0.45,1.0,mean,0.6,4,0.007826537872739348,0.3436365560949513,0.9820162618572582
latent,0.45,1.0,pc1,0.1,4,0.00830732935339176,0.3477542992807792,0.9481757027945196
latent,0.45,1.0,pc1,0.3,4,0.007350305217552604,0.32588909895886464,0.9600674537881931
latent,0.45,1.0,pc1,0.6,4,0.01063098779135519,0.3916199137958945,0.9706566142334442
latent,0.45,1.0,random-fixed,0.1,4,0.005954686261874026,0.2897953291114925,0.99933963631006
latent,0.45,1.0,random-fixed,0.3,4,0.006944463257881689,0.31584545220705346,0.9112057727860938
latent,0.45,1.0,random-fixed,0.6,4,0.012264073192028465,0.4097834522981361,0.9487927447214805
latent,0.45,2.0,mean,0.1,4,0.014309004781152266,0.327652376064461,0.9943177208846635
latent,0.45,2.0,mean,0.3,4,0.019376614347061158,0.38340433324266493,0.9861613917050557
latent,0.45,2.0,mean,0.6,4,0.012740283314143975,0.29559197547053634,0.9734930946527531
latent,0.45,2.0,pc1,0.1,4,0.02885199476836958,0.45019722605529283,0.8211498409583525
latent,0.45,2.0,pc1,0.3,4,0.015177344965375306,0.34038468035304276,0.9687416895085585
latent,0.45,2.0,pc1,0.6,4,0.018295998095114206,0.3640943190501208,0.9181875809033764
latent,0.45,2.0,random-fixed,0.1,4,0.025810609698927844,0.4266246988062082,0.99521804255257
latent,0.45,2.0,random-fixed,0.3,4,0.024281992746988536,0.42229431613322455,0.9289056638316939
latent,0.45,2.0,random-fixed,0.6,4,0.0065474949660685984,0.18538684009818365,0.921614118438443
latent,0.45,4.0,mean,0.1,4,0.024770858336946627,0.30421588719108705,0.9800555400438795
latent,0.45,4.0,mean,0.3,4,0.03260075068964081,0.3460602346356376,0.9273812901219559
latent,0.45,4.0,mean,0.6,4,0.03640085964493769,0.3633933335019951,0.9668514593248687
latent,0.45,4.0,pc1,0.1,4,0.03128719880182509,0.34127193227321156,0.879208738903434
latent,0.45,4.0,pc1,0.3,4,0.022784365358162938,0.2793063821750861,0.9687018932326961
latent,0.45,4.0,pc1,0.6,4,0.03461886191501248,0.3494764346926576,0.9190901212685721
latent,0.45,4.0,random-fixed,0.1,4,0.029007825102716073,0.3258723352095793,0.9735396641213778
latent,0.45,4.0,random-fixed,0.3,4,0.06784244029471011,0.4768002535012775,0.9087670712333551
latent,0.45,4.0,random-fixed,0.6,4,0.04301950230543404,0.3975298609834845,0.9367624603038648
mixture,0.15,0.5,mean,0.1,3,3.303222754751383e-05,0.7475630859414012,0.9992435861239094
mixture,0.15,0.5,mean,0.3,3,4.493694584517845e-11,-1.5467581214178787,0.7238221600384147
mixture,0.15,0.5,mean,0.6,2,nan,nan,nan
mixture,0.15,0.5,pc1,0.1,1,nan,nan,nan
mixture,0.15,0.5,pc1,0.3,2,nan,nan,nan
mixture,0.15,0.5,pc1,0.6,4,6.0171439039921684e-05,0.9520812023326798,0.10573553837044591
mixture,0.15,0.5,random-fixed,0.1,4,0.13167200132347398,2.154730815278053,0.6743375977095164
mixture,0.15,0.5,random-fixed,0.3,4,0.05261919741840983,1.917778721425973,0.9886704100727971
mixture,0.15,0.5,random-fixed,0.6,4,7.437845539724885e-10,-1.1080542696409108,0.5621393990975805
mixture,0.15,1.0,mean,0.1,3,0.4825833758311882,2.2476387044199004,0.8658593864441387
mixture,0.15,1.0,mean,0.3,4,0.06319193045737094,1.8383127119200948,0.9918916969260433
mixture,0.15,1.0,mean,0.6,4,0.001009124940925337,1.1793463221160367,0.8373233080903648
mixture,0.15,1.0,pc1,0.1,3,1.2156775073280703,2.4947676257411433,0.9825584606789385
mixture,0.15,1.0,pc1,0.3,2,nan,nan,nan
mixture,0.15,1.0,pc1,0.6,3,0.0008486985879030019,1.1225004990677512,0.9926682134753017
mixture,0.15,1.0,random-fixed,0.1,4,0.697646112376543,2.4135000041358805,0.894949239053442
mixture,0.15,1.0,random-fixed,0.3,4,0.09854897432618033,1.9838359740624214,0.9638628261775379
mixture,0.15,1.0,random-fixed,0.6,3,0.00020896131393620995,0.9827951434115698,0.4460372388304017
mixture,0.15,2.0,mean,0.1,2,nan,nan,nan
mixture,0.15,2.0,mean,0.3,3,1.3913448013127814,2.248117622631519,0.9568392808881925
mixture,0.15,2.0,mean,0.6,3,0.00017027623902688227,0.7864727081436835,0.6696858822001935
mixture,0.15,2.0,pc1,0.1,4,0.002936360076662179,1.1570906579356213,0.5325628562922886
mixture,0.15,2.0,pc1,0.3,3,0.14013008076102884,2.0143158697464703,0.5367498692634337
mixture,0.15,2.0,pc1,0.6,3,0.38687037295194593,2.061971615893013,0.9464301171286782
mixture,0.15,2.0,random-fixed,0.1,3,2.3818102399986293e-07,-0.4238666282704782,0.06575318756004167
mixture,0.15,2.0,random-fixed,0.3,3,0.05861007147123001,1.675694208397101,0.9952650564507539
mixture,0.15,2.0,random-fixed,0.6,3,0.08520043147898554,1.7819815059612496,0.9685978609768144
mixture,0.15,4.0,mean,0.1,4,0.09412485580634299,1.7056213074498456,0.6917491091853094
mixture,0.15,4.0,mean,0.3,4,0.17713502714589943,1.7959617863407953,0.9988660861040309
mixture,0.15,4.0,mean,0.6,4,0.0006970068539705875,0.7817199167369193,0.4697461974949917
mixture,0.15,4.0,pc1,0.1,3,2.647181349932067,2.305720807226386,0.9448306005293495
mixture,0.15,4.0,pc1,0.3,3,0.001945527831195022,1.0806671415957216,0.4905430323799067
mixture,0.15,4.0,pc1,0.6,2,nan,nan,nan
mixture,0.15,4.0,random-fixed,0.1,3,9.723617571056815e-06,0.18849127566435844,0.05923143677989573
mixture,0.15,4.0,random-fixed,0.3,3,0.02482577600129871,1.458727558879488,0.9401113858877092
mixture,0.15,4.0,random-fixed,0.6,3,0.28112619534763933,1.8823587290700654,0.9001475944507481
mixture,0.25,0.5,mean,0.1,4,0.0006646032019660893,0.8043838846401813,0.9964467939455075
mixture,0.25,0.5,mean,0.3,4,0.00039003357311859845,0.7398463751040412,0.9674674207392294
mixture,0.25,0.5,mean,0.6,4,9.589332977642176e-10,-1.4919117468595147,0.4127744838994941
mixture,0.25,0.5,pc1,0.1,4,1.0893692295108805e-05,0.17513695235210225,0.0219663585293286
mixture,0.25,0.5,pc1,0.3,4,0.0017139183857784173,0.9979029982538594,0.8692578541552552
mixture,0.25,0.5,pc1,0.6,4,0.0005652502436987629,0.8077309415331102,0.9715995644911588
mixture,0.25,0.5,random-fixed,0.1,4,0.001231157211322401,0.9366493224156791,0.9883984159925874
mixture,0.25,0.5,random-fixed,0.3,3,0.00016453265645423085,0.6060672888030859,0.9993052452342484
mixture,0.25,0.5,random-fixed,0.6,4,0.00015986671056892324,0.6016292404305009,0.9516655842447492
mixture,0.25,1.0,mean,0.1,4,0.0027879482487887536,0.9413895246776843,0.7641606935731995
mixture,0.25,1.0,mean,0.3,4,0.0001165675887278005,0.41647718315960447,0.8966797232531158
mixture,0.25,1.0,mean,0.6,4,0.0011594572986605017,0.7994538642459832,0.9822704339735165
mixture,0.25,1.0,pc1,0.1,4,0.00011615582716235929,0.3869665521667889,0.4045137320031924
mixture,0.25,1.0,pc1,0.3,4,0.0023335879388722606,0.9416325081479746,0.9553636324626825
mixture,0.25,1.0,pc1,0.6,4,0.006379791414184044,1.1070806987696096,0.9834326998668887
mixture,0.25,1.0,random-fixed,0.1,4,0.006842970494267219,1.1681012615209705,0.6305566981838451
mixture,0.25,1.0,random-fixed,0.3,4,0.0004175996018851381,0.6391149065371861,0.983064299562676
mixture,0.25,1.0,random-fixed,0.6,4,0.0012340174067555307,0.8172112446431107,0.9802626191786872
mixture,0.25,2.0,mean,0.1,4,0.018028520224821112,1.1721661643871724,0.9884235571323936
mixture,0.25,2.0,mean,0.3,3,0.001245215784302183,0.7091474552977375,0.9954865843391263
mixture,0.25,2.0,mean,0.6,4,0.0023924335446479867,0.82730883896927,0.8784286526798613
mixture,0.25,2.0,pc1,0.1,3,6.785133041267249e-06,-0.13677137267504774,0.03489153342583795
mixture,0.25,2.0,pc1,0.3,4,0.0010295372326239733,0.6805031331514542,0.8761535916658553
mixture,0.25,2.0,pc1,0.6,4,0.004602081127837091,0.9365888346245206,0.9761697250019066
mixture,0.25,2.0,random-fixed,0.1,4,0.014040065746194094,1.1117899836731509,0.9888064891759363
mixture,0.25,2.0,random-fixed,0.3,4,0.0010084430537638776,0.6853727805458142,0.8751243787228935
mixture,0.25,2.0,random-fixed,0.6,4,0.000558609400182169,0.5529996799298273,0.9803362517017984
mixture,0.25,4.0,mean,0.1,4,0.0417641590849977,1.1925236128492198,0.9881894778647797
mixture,0.25,4.0,mean,0.3,4,0.04206582030183472,1.1882276995972672,0.9859093247602004
mixture,0.25,4.0,mean,0.6,4,0.0003067074485057215,0.33823290993056626,0.565779456777322
mixture,0.25,4.0,pc1,0.1,3,0.009220964948527819,0.9251539608298313,0.9983790588461611
mixture,0.25,4.0,pc1,0.3,4,0.040926937880794885,1.1777225317867952,0.9064652567858529
mixture,0.25,4.0,pc1,0.6,4,0.014050208164389186,0.9874237435358892,0.9919763105319225
mixture,0.25,4.0,random-fixed,0.1,3,0.009587417194887963,0.9136793979685288,0.902639058888457
mixture,0.25,4.0,random-fixed,0.3,3,0.004359284532096347,0.7982752550697745,0.99794517376912
mixture,0.25,4.0,random-fixed,0.6,4,0.04914958552063149,1.2090395263728555,0.9481131553083962
mixture,0.35,0.5,mean,0.1,4,0.00022297313879620742,0.32917292483111776,0.6489115018089155
mixture,0.35,0.5,mean,0.3,4,0.00032791526632046586,0.37986625223663334,0.9456940855773447
mixture,0.35,0.5,mean,0.6,4,0.0007687493242449783,0.5342256340637463,0.9399808690602661
mixture,0.35,0.5,pc1,0.1,4,0.0004700559760866183,0.44665498971960754,0.9743289066633805
mixture,0.35,0.5,pc1,0.3,4,0.001494295476266945,0.648277677601389,0.9659927437137544
mixture,0.35,0.5,pc1,0.6,4,0.000700872215661566,0.5222876916944521,0.9991737843654172
mixture,0.35,0.5,random-fixed,0.1,4,0.0011651359905918584,0.6182979372203457,0.8895379462609404
mixture,0.35,0.5,random-fixed,0.3,4,0.0016249267064509445,0.6757218674414699,0.9554076161114493
mixture,0.35,0.5,random-fixed,0.6,4,0.0005723280742151365,0.4862473118379709,0.948694170053062
mixture,0.35,1.0,mean,0.1,4,0.0014910792322794992,0.5184967090341006,0.9309611095477444
mixture,0.35,1.0,mean,0.3,4,0.002507099650392246,0.6265463746774359,0.9856056473668394
mixture,0.35,1.0,mean,0.6,4,0.002240488936312361,0.5991182935169134,0.9817567395818767
mixture,0.35,1.0,pc1,0.1,4,0.004856313820442496,0.7461515788043004,0.8863382122589883
mixture,0.35,1.0,pc1,0.3,4,0.003398743807932968,0.6714962513054111,0.9382446792403228
mixture,0.35,1.0,pc1,0.6,4,0.002050710662996338,0.5735862092086054,0.9862015249975867
mixture,0.35,1.0,random-fixed,0.1,4,0.00031333369771667074,0.26163419136893734,0.6604252851584089
mixture,0.35,1.0,random-fixed,0.3,4,0.0012660375185303623,0.5050614110127821,0.9803885239213417
mixture,0.35,1.0,random-fixed,0.6,4,0.002328598118459941,0.605607058283474,0.8752417828669529
mixture,0.35,2.0,mean,0.1,4,0.0033656638679663816,0.548802758849798,0.8919224660884275
mixture,0.35,2.0,mean,0.3,4,0.0028484321515530858,0.5189637648718222,0.981471997438743
mixture,0.35,2.0,mean,0.6,4,0.004904665945315769,0.6174913199231883,0.9859409335274226
mixture,0.35,2.0,pc1,0.1,4,0.0003142311040911789,0.14330898905715778,0.6470228326806156
mixture,0.35,2.0,pc1,0.3,4,0.0035156526518957242,0.553181135764029,0.9927485099180688
mixture,0.35,2.0,pc1,0.6,4,0.001592913021601936,0.43206431368480125,0.986921256596955
mixture,0.35,2.0,random-fixed,0.1,4,0.008881403450668367,0.7145097432658247,0.9404138250906209
mixture,0.35,2.0,random-fixed,0.3,4,0.004797325635282387,0.6165260312060924,0.7912229154618893
mixture,0.35,2.0,random-fixed,0.6,4,0.0015321182358144967,0.4180512886352168,0.9832507619463995
mixture,0.35,4.0,mean,0.1,4,0.022934074320053125,0.763912251246479,0.9946534419047206
mixture,0.35,4.0,mean,0.3,4,0.017104770581390854,0.7070321636807332,0.950965023861625
mixture,0.35,4.0,mean,0.6,4,0.010274281720045826,0.6287266786530018,0.9550588950775701
mixture,0.35,4.0,pc1,0.1,4,0.0019067794454629746,0.30412945862042473,0.831632882844173
mixture,0.35,4.0,pc1,0.3,4,0.005819544208121303,0.5233403728705859,0.9893565938838562
mixture,0.35,4.0,pc1,0.6,4,0.013101623106423635,0.6563087344030509,0.945984412766517
mixture,0.35,4.0,random-fixed,0.1,4,0.013392088333165575,0.6673201080778297,0.9159563223112808
mixture,0.35,4.0,random-fixed,0.3,4,0.0014712257439651634,0.2852631440316629,0.7616763788829973
mixture,0.35,4.0,random-fixed,0.6,4,0.003653449771602546,0.444378403317018,0.9882565358447375
mixture,0.45,0.5,mean,0.1,4,0.0028865682958799876,0.47367974745065944,0.9614073323862923
mixture,0.45,0.5,mean,0.3,4,0.0013918609286788853,0.3474052609502184,0.8980233130504119
mixture,0.45,0.5,mean,0.6,4,0.0008142911751524738,0.25345673869733765,0.9751030369534779
mixture,0.45,0.5,pc1,0.1,4,0.0015598954051628947,0.3712492917436868,0.9714661564626993
mixture,0.45,0.5,pc1,0.3,4,0.0009900586087360577,0.29578383144054127,0.9691869552409519
mixture,0.45,0.5,pc1,0.6,4,0.0014365880264531358,0.3538749762458394,0.9521219932545402
mixture,0.45,0.5,random-fixed,0.1,4,0.0009411391507226378,0.29223991548301176,0.9147700562532426
mixture,0.45,0.5,random-fixed,0.3,4,0.0013268248221497466,0.34000687563563775,0.937939575490781
mixture,0.45,0.5,random-fixed,0.6,4,0.001226916114966887,0.3251744954720644,0.9650363209559166
mixture,0.45,1.0,mean,0.1,4,0.0007750063599406052,0.12576968812333408,0.43031763181907945
mixture,0.45,1.0,mean,0.3,4,0.0031811059196964744,0.3695985111317537,0.9911466422863634
mixture,0.45,1.0,mean,0.6,4,0.0026994445298628104,0.3412788171108863,0.909755534682928
mixture,0.45,1.0,pc1,0.1,4,0.0034578344410508164,0.3729319633221051,0.9502420318612869
mixture,0.45,1.0,pc1,0.3,4,0.0018067649349511247,0.2692479989604789,0.9576486624136448
mixture,0.45,1.0,pc1,0.6,4,0.0023771501695405363,0.3260164800669869,0.9808237473949667
mixture,0.45,1.0,random-fixed,0.1,4,0.0043217175467342,0.4236033455091951,0.8238832069106052
mixture,0.45,1.0,random-fixed,0.3,4,0.0027681042870835353,0.34866418658492404,0.9577018562097133
mixture,0.45,1.0,random-fixed,0.6,4,0.001884852726675974,0.2860775894114609,0.891690423510211
mixture,0.45,2.0,mean,0.1,4,0.0016468615980966593,0.14151885946993342,0.9117264723550665
mixture,0.45,2.0,mean,0.3,4,0.001381718638376995,0.10530337859780536,0.5403964476941437
mixture,0.45,2.0,mean,0.6,4,0.005693126341158592,0.35134497872483483,0.9924899800084862
mixture,0.45,2.0,pc1,0.1,4,0.005582861786525884,0.3518266279288012,0.9798193675821651
mixture,0.45,2.0,pc1,0.3,4,0.007350016260943322,0.3930879846775044,0.9675829680220827
mixture,0.45,2.0,pc1,0.6,4,0.004396149163801566,0.30312127774745656,0.9053566345254354
mixture,0.45,2.0,random-fixed,0.1,4,0.0022265809958487157,0.17299956960559476,0.49079921561234974
mixture,0.45,2.0,random-fixed,0.3,4,0.005805092855972334,0.3533221164324986,0.9980118777573646
mixture,0.45,2.0,random-fixed,0.6,4,0.004592664561997075,0.318877301508,0.9874045115112129
mixture,0.45,4.0,mean,0.1,4,0.016129292132577595,0.4092382142605134,0.980850129769204
mixture,0.45,4.0,mean,0.3,4,0.009569197753762047,0.32807015649475146,0.9124447784760386
mixture,0.45,4.0,mean,0.6,4,0.009290360086911142,0.3113958184260107,0.9671609543685399
mixture,0.45,4.0,pc1,0.1,4,0.013706344282033522,0.39360109504332086,0.8910135587722695
mixture,0.45,4.0,pc1,0.3,4,0.009476251016760267,0.3223180113220507,0.9915774308062185
mixture,0.45,4.0,pc1,0.6,4,0.009690279760211888,0.31030769186739765,0.9984198571175693
mixture,0.45,4.0,random-fixed,0.1,4,0.020579879808055927,0.4579042368918342,0.9107151627663195
mixture,0.45,4.0,random-fixed,0.3,4,0.007878991765433057,0.28923884041826653,0.9916344279214397
mixture,0.45,4.0,random-fixed,0.6,4,0.009479209421634119,0.3271391225768821,0.8462655966646526
